id_0,0.24679089539776522,0.8478205332876831,0.23741852293987886,0.08452111907303417,0.3878381159875637,B
id_1,0.6936840889681544,0.7366430517630171,0.8879865791245788,0.1852055905068588,0.12311588067567003,A
id_2,0.384361917664779,0.09185737566383512,0.1955761045699861,0.6267734555575837,0.5816835665343933,C
id_3,0.048824320531712706,0.7536450825847303,0.05791846729697092,0.24203666467911555,0.19190402662213701,B
id_4,0.12980152392472222,0.5145961288856254,0.09828785500097026,0.4497594095137575,0.8853898938186476,A
id_5,0.6288689329358709,0.7889929077034085,0.15976828535407572,0.4267425190276699,0.5559664680704386,C
id_6,0.8423505143745388,0.13905946976748407,0.07333556488934856,0.15697132180943052,0.09070950329320937,B
id_7,0.733420572028294,0.19121596849096945,0.5015318142494871,0.8665171734206576,0.4377940583394717,A
id_8,0.3003715990238811,0.511723785693894,0.7658631574073809,0.32085060652003583,0.879120122050739,C
id_9,0.29026886749417746,0.21431994913200203,0.8570451130742517,0.8158346294858538,0.23851902516004675,A
